วันที่โพส,website,ประเภท,สถานะ,ชื่อโครงการ,ขนาด,ราคา,เขต,Link,เบอร์โทรศัพท์,Line,คำอธิบาย
15/04/2026,facebook,,เช่าและขาย,,,"ราคาเช่า 350,000 บาทต่อเดือน ราคาขาย 45,000,000 บาท",สุขุมวิท 77,https://www.facebook.com/groups/933477144626594/posts/1646561313318170/,,,เหมือนได้พักผ่อนในทุกวัน บ้านหรูพลูวิลล่า สระว่ายน้ำส่วนตัว
15/04/2026,facebook,บ้านเดี่ยว,เช่าและขาย,,,33 ล้านบาท,กรุงเทพกรีฑา,https://www.facebook.com/groups/933477144626594/posts/1646559873318314/,,,"บ้านเดี่ยวบรรยากาศรีสอร์ท ทำเลกรุงเทพกรีฑา บ้านใหม่ เจ้าของบ้านไม่เคยเข้าอยู่ ราคาเช่า 180,000 บาทต่อเดือน ราคาขาย 33 ล้านบาท"
15/04/2026,facebook,บ้านเดี่ยว,เช่า,,,"220,000 บาท/เดือน",รามอินทรา,https://www.facebook.com/groups/933477144626594/posts/1646553449985623/,,,บ้านเดี่ยวหรู ทำเลเลียบด่วนรามอินทรา เดินทางเข้าเมืองสะดวก พร้อมเฟอร์นิเจอร์และลิฟท์
15/04/2026,facebook,บ้านเดี่ยว,เช่า,,,ค่าเช่...,กรุงเทพกรีฑา,https://www.facebook.com/groups/933477144626594/posts/1646560579984910/,,,บ้านเดี่ยวสไตล์ Modern Luxury ดีไซน์เป็นเอกลักษณ์ มอบความเป็นส่วนตัวสูงสุดบนทำเลศักยภาพกรุงเทพกรีฑา ตอบโจทย์ไลฟ์สไตล์คนรุ่นใหม่ได้อย่างสมบูรณ์แบบ
15/04/2026,facebook,บ้านเดี่ยว,เช่า,เศรษฐสิริ เสร...,,"130,000 บาท / เดือน",,https://www.facebook.com/groups/933477144626594/posts/1646555956652039/,,,บ้านเดี่ยวหลังมุม ตกแต่งครบ พร้อมให้คุณหิ้วกระเป๋าเข้าอยู่ได้ทันที
15/04/2026,facebook,,rent,,,,,https://www.facebook.com/groups/933477144626594/posts/1646554163318885/,,,"ส่งต่อความสุขจาก ""หัวใจ"" ถึงครอบครัวที่มองหาที่พักผ่อนระดับ 𝐄𝐥𝐢𝐭𝐞 บ้านหลังนี้เจ้าของตั้งใจเลือกแปลงที่ดีที่สุด ฮวงจุ้ยเด่น รับลมและพลังงานบวก ตกแต่งสไตล์..."
15/04/2026,facebook,,,,,,,https://www.facebook.com/groups/933477144626594/posts/1646518963322405/,"065-415-1919, 094-465-9914",@Grandhouse,สนใจนัดชมบ้าน หรือขอดูรูปเพิ่มเติม
15/04/2026,facebook,บ้านเดี่ยว,ขาย,,กว่า 500 ตารางวา,38 ล้านบาท,รามอินทรา,https://www.facebook.com/groups/933477144626594/posts/1646540826653552/,,,บ้านหรูพร้อมสระว่ายน้ำ บนพื้นที่กว่า 500 ตารางวา ในซอยรามอินทรา 117 ปรับราคาลง เหลือเพียง 38 ล้านบาท บ้านหรูสไตล์ Nordic ออกแบบให้บ้านโปร่ง โล่ง อยู่สบาย พร้อมพื้นที่สีเขียวขนาดใหญ่และสระว่ายน้ำกลางบ้าน ให้บรรยากาศเหมือนบ้านพักตากอากาศ แต่ตั้งอยู่บนทำเลศักยภาพย่านรามอินทรา...
15/04/2026,facebook,บ้าน,เช่า,นันทวันพระราม๙-กรุงเทพกรีฑา,,"260,000 บาท",กรุงเทพกรีฑา,https://www.facebook.com/groups/933477144626594/posts/1646554989985469/,,,บ้านหรูให้เช่า นันทวันพระราม๙-กรุงเทพกรีฑา ตกแต่งเฟอร์นิเจอร์ ตำแหน่งบ้านใกล้สวนส่วนกลาง
15/04/2026,facebook,,,แกรนด์ บางกอก บูเลอวาร์ด,,ไม่ถึง 20 ล้าน,,https://www.facebook.com/groups/933477144626594/posts/1646512399989728/,,,บ้านดีอยากบอกต่อ กรานด์ บางกอก บูเลอวาร์ด ในราคาไม่ถึง 20 ล้าน บ้านดี ราคาดี โครงการดี จนกลัวเจ้าของเปลี่ยนใจไม่ขาย
15/04/2026,facebook,บ้านเดี่ยว,,,142 ตร.ว,,พุทธมณฑลสาย2,https://www.facebook.com/groups/933477144626594/posts/1646512033323098/,,,บ้านขนาดใหญ่ 142 ตร.ว #พุทธมณฑลสาย2 ห่างจากถนนใหญ่สาย2 ประมาณ 250 เสตร บ้าน #หลังมุมใน เงียบสงบ เป็นส่วนตัว พื้นที่เยอะมาก จอดรถได้ 10 คัน
15/04/2026,facebook,บ้านเดี่ยว,ขาย,เดอะซิตี้ สุขสวัสดิ์ ประชาอุทิศ60 (The City Suksawat Pracha Uthit60),,,ประชาอุทิศ,https://www.facebook.com/groups/933477144626594/posts/1646494093324892/,,,
15/04/2026,facebook,,,,,10 กว่าล้าน,,https://www.facebook.com/groups/933477144626594/posts/1646445526663082/,,,ซื้อบ้านหลัก 10 กว่าล้านเพื่อมาตกเเต่ง... ดูเพิ่มเติม
15/04/2026,facebook,ที่ดิน,ขาย,,100 ตร.ว.,"200,000 บาท/ ตร.ว.",สุขุมวิท,https://www.facebook.com/groups/933477144626594/posts/1646470439993924/,,,
15/04/2026,facebook,,,,,,,https://www.facebook.com/groups/933477144626594/posts/1646493206658314/,065-162-8244,,ยินดีให้คำปรึกษาและพานัดชมโครงการแบบ Exclusive
15/04/2026,facebook,คอนโดมิเนียม,ขาย,พฤกษา วีทู อ่อนนุช-พระราม 9,,,อ่อนนุช,https://www.facebook.com/groups/933477144626594/posts/1646359786671656/,,,
15/04/2026,facebook,คอนโดมิเนียม,ขาย,Tait Sathorn 12,93 ตร.ม.,,สาทร,https://www.facebook.com/groups/933477144626594/posts/1646358283338473/,,,Super-luxury pet-friendly condo in Sathorn area.
15/04/2026,facebook,บ้านเดี่ยว,,Burasiri Chatuchot,,,,https://www.facebook.com/groups/933477144626594/posts/1646356080005360/,,,บ้านเดี่ยวบรรยากาศรีสอร์ต สไตล์ New England พักผ่อนทุกวัน…เหมือนได้กลับ...
15/04/2026,facebook,ที่ดินพร้อมสิ่งปลูกสร้าง,ขาย,,562 ตารางวา,,สุขุมวิท,https://www.facebook.com/groups/933477144626594/posts/1646373636670271/,,,พื้นที่ที่ดิน 562 ตารางวา
15/04/2026,facebook,,,โกลเด้น นีโอ2 รามอินทรา-วงแหวน,35.7 ตารางวา,,,https://www.facebook.com/groups/933477144626594/posts/1646341343340167/,,,"เนื้อที่ 35.7 ตารางวา l พื้นที่ใช้สอย 136 ตารางเมตร
4 ห้องนอน l 3 ห้องน้ำ l 1 ห้องโถงนั่งเล่นและรับแขก l 1 ห้องครัว l แอร์ 2 เครื่อง l 2 ที่จอดรถ l หันหน้าไปทางทิศใต้... ดูเพิ่มเติม"
15/04/2026,facebook,,,,"5 ไร่, พื้นที่ใช้สอย 1,200 ตารางเมตร",,อำเภอเมืองปทุมธานี,https://www.facebook.com/groups/933477144626594/posts/1646345073339794/,,,"บ้านหรูสไตล์โคโลเนียล(Colonial Stay) เนื้อที่ 5 ไร่ พื้นที่ใช้สอย 1,200 ตารางเมตร"
15/04/2026,facebook,,,PRUKPIROM New Ratchaphruek Road,,,,https://www.facebook.com/groups/933477144626594/posts/1646345830006385/,,,บ้านที่เป็น Safe Haven ไม่จำเป็นต้องราคาถึง 100 ล้าน แต่เป็นบ้านที่พร้อมให้คุณภาพชีวิตที่เหนือกว่า ในราคาที่คุ้มค่า ไม่ว่าใครเห็นก็อยากได้เป็นเจ้าของ
15/04/2026,facebook,บ้านเดี่ยว,,บางกอกบูเลอวาร์ด ราชพฤกษ์-พระราม5-2,4 ห้องนอน,,,https://www.facebook.com/groups/933477144626594/posts/1646337586673876/,,,"บ้านเดี่ยวระดับพรีเมียม ติดถนนราชพฤกษ์ 
ไม่ต้องเข้าซอย หน้าบ้านไม่ชนใคร 
รีโนเวทใหม่ทั้งหลัง 4 ห้องนอน พร้อมห้องแม่บ้าน"
15/04/2026,facebook,,,โกลเด้น นีโอ2 รามอินทรา-วงแหวน,35.7 ตารางวา,,รามอินทรา,https://www.facebook.com/groups/933477144626594/posts/1646341253340176/,,,"เนื้อที่ 35.7 ตารางวา l พื้นที่ใช้สอย 136 ตารางเมตร
4 ห้องนอน l 3 ห้องน้ำ l 1 ห้องโถงนั่งเล่นและรับแขก l 1 ห้องครัว l แอร์ 2 เครื่อง l 2 ที่จอดรถ l หันหน้าไปทางทิศใต้... ดูเพิ่มเติม"
15/04/2026,facebook,ทาวน์โฮม,ให้เช่า,,4 นอน 4 น้ำ,,"อโศก-พร้อมพงษ์, สุขุมวิท31",https://www.facebook.com/groups/933477144626594/posts/1646293256678309/,,,ทาวน์โฮมใหญ่ 4 นอน 4 น้ำ ให้เช่าบ้าน อโศก-พร้อมพงษ์ สุขุมวิท31
15/04/2026,facebook,,,,562 ตร.ว.,,,https://www.facebook.com/groups/933477144626594/posts/1646257996681835/,,,พื้นที่ขนาด 562 ตร.ว.บนถนนสุขุมวิท 101 ทำเลดีนี้ ได้พื้นที่ขนาดใหญ่แบบนี้ ซื้อเฉพาะที่ก็คุ้มแล้วแถมได้บ้านเดี่ยวสุดหรู 1 หลัง และอาคารสำนักงานขนาดใหญ่พร้อมดำเนินการได้เ...
15/04/2026,facebook,Pool Villa,,The Kepler,"300 ตร.วา, พื้นที่ใช้สอย 1,600 ตร.ม.",ราค...,,https://www.facebook.com/groups/933477144626594/posts/1646254166682218/,,,"สำหรับครอบครัวใหญ่ ห้ามพลาด “The Kepler” บ้านหรู Pool Villa 4 ชั้น ใกล้สวนหลวง ร.5 บนพื้นที่กว้างขวาง 300 ตร.วา พร้อมพื้นที่ใช้สอยมากถึง 1,600 ตร.ม.!"
15/04/2026,facebook,,,,กว่า 500 ตารางวา,,รามอินทรา,https://www.facebook.com/groups/933477144626594/posts/1646265160014452/,,,บ้านหรูพร้อมสระว่ายน้ำ บนพื้นที่กว่า 500 ตารางวา ในซอยรามอินทรา 117
15/04/2026,facebook,บ้านเดี่ยว,ให้เช่า,เซนโทร ราชพฤกษ์-สวนผัก,,,,https://www.facebook.com/groups/933477144626594/posts/1646262893348012/,,,
15/04/2026,facebook,บ้านตัวอย่าง,ขาย,Daven Ramaj,,997ล้านบาท,,https://www.facebook.com/groups/933477144626594/posts/1646250276682607/,,,บ้านตัวอย่าง Daven Ramaj ตกแต่งพร้อมเข้าอยู่ 997ล้านบาท สนใจทักหาคิมได้เลยนะครับ
15/04/2026,facebook,บ้านเดี่ยว,ขาย,The City บางนา,96 ตร.ว.,,บางนา,https://www.facebook.com/groups/933477144626594/posts/1646256793348622/,,,ด่วน !! ลดราคา บ้านหรู The City บางนา กม. 7 หลังมุม  ใกล้ Mega บางนา 96 ตร.ว. 5 นอน 6 น้ำ 3 ที่จอด ... ดูเพิ่มเติม
15/04/2026,facebook,บ้านเดี่ยว,,Sonle Residences,,,,https://www.facebook.com/groups/933477144626594/posts/1646245246683110/,,,บ้านเดี่ยวระดับ Ultra Luxury สำหรับครอบครัวที่มอง “บ้าน” เป็นมรดกแห่งชีวิต...
15/04/2026,facebook,ที่ดินพร้อมอาคาร,ให้เช่า,,,,อารีย์,https://www.facebook.com/groups/933477144626594/posts/1646252200015748/,,,
15/04/2026,facebook,,rent/sale,Land & Houses,,"19,990,000 บาท",,https://www.facebook.com/groups/933477144626594/posts/1646242933350008/,,,"ปล่อยบ้านจากโครงการคุณภาพ จาก Land & Houses ตัวบ้านมาพร้อมพื้นที่รอบบ้านกว้างขวาง บรรยากาศร่มรื่นด้วยสวนสาธารณะและทะเลสาบขนาดใหญ่ภายในโครงการ ที่มาพร้อมกับ เฟอร์นิเจอร์และเครื่องใช้ไฟฟ้า ครบครัน ราคาขาย 19,990,000 บาท ปล่อยเช่า 110,000 บาท /..."
15/04/2026,facebook,,,The Luxury เพชรบุรี–ทองหล่อ,,,,https://www.facebook.com/groups/933477144626594/posts/1646245160016452/,,,
15/04/2026,facebook,วิลล่า,เช่า/ขาย,วิลลาจจิโอ 2 ศรีนครินทร์-บางนา,เนื้อที่ดิน 50.3 ตร.ว.,"เช่า 60,000 บาท/เดือน, ขาย 7.2 ล้านบาท",บางนา,https://www.facebook.com/groups/933477144626594/posts/1646235076684127/,,,บ้านสวยสไตล์ยุโรป บนทำเลศักยภาพใกล้เมกาบางนาและทางด่วน พร้อมลากกระเป๋าเข้าอยู่ได้ทันที
15/04/2026,facebook,บ้านเดี่ยว,,Sonle Residences,,,,https://www.facebook.com/groups/933477144626594/posts/1646241766683458/,,,บ้านเดี่ยวระดับ Ultra Luxury สำหรับครอบครัวที่มอง “บ้าน” เป็นมรดกแห่งชีวิต...
15/04/2026,facebook,บ้านเดี่ยว,ขาย,พฤกษาวิลเลจ 35 เดอะซีซั่น | Pruksa Village 35 The Season,เนื้อที่ดิน 52 ตร.วา | พื้นที่ใช้สอย 130 ตร.ม.,3.19 ล้านบาท (ฟรีค่าโอน),คลองสาม,https://www.facebook.com/groups/933477144626594/posts/1646236330017335/,,,บ้านสวยรีโนเวทใหม่ สภาพพร้อมเข้าอยู่ ในราคาที่คุ้มค่าที่สุด ทำเลต้นคลองสาม บรรยากาศเงียบสงบ เจ้าของตัดใจปล่อยด่วนในราคาต่ำกว่าตลาด ราคาขาย 3.19 ล้านบาท (ฟรีค่าโอน)
15/04/2026,facebook,บ้านเดี่ยว,ให้เช่า,VIVE กรุงเทพกรีฑา,,"300,000 บาท",กรุงเทพกรีฑา,https://www.facebook.com/groups/933477144626594/posts/1646241536683481/,,,บ้านสวย บิลอินทั้งหลัง หลังมุม
15/04/2026,facebook,บ้านเดี่ยว,ทั้งขายและเช่า,เดอะ ซิตี้ บางนา,เนื้อที่ดิน 75 ตร.ว.,"ราคาเช่า 160,000 บาท / เดือน, ราคาขาย 22,000,000 บาท (ค่าโอนคนละครึ่ง)",บางนา,https://www.facebook.com/groups/933477144626594/posts/1646230943351207/,,,บ้านเดี่ยวหลังใหญ่ พื้นที่ใช้สอยกว้างขวาง ตกแต่งครบพร้อมเข้าอยู่ ในทำเลศักยภาพบางนา #ใกล้โรงเรียนนานาชาติ #ใกล้เมกาบางนา
15/04/2026,facebook,บ้านเดี่ยว,เช่าและขาย,เดอะ ซิตี้ บางนา,เนื้อที่ดิน 75 ตร.ว.,"ราคาเช่า 160,000 บาท / เดือน, ราคาขาย 22,000,000 บาท (ค่าโอนคนละครึ่ง)",บางนา,https://www.facebook.com/groups/933477144626594/posts/1646232053351096/,,,บ้านเดี่ยวหลังใหญ่ พื้นที่ใช้สอยกว้างขวาง ตกแต่งครบพร้อมเข้าอยู่ ในทำเลศักยภาพบางนา #ใกล้โรงเรียนนานาชาติ #ใกล้เมกาบางนา
15/04/2026,facebook,บ้านเดี่ยว,ขาย,แกรนด์ บริทาเนีย ราชพฤกษ์-พระราม 5,,12 ล้านบาท,ราชพฤกษ์-พระราม 5,https://www.facebook.com/groups/933477144626594/posts/1646234650017503/,,,บ้านเดี่ยว ตกแต่งสไตล์ Luxury English Gable ตัวบ้านตกแต่งบิวท์อินครบทั้งหลังด้วยวัสดุพรีเมียม สภาพสวยพร้อมเข้าอยู่ได้ทันที ทำเลราชพฤกษ์-พระราม 5 ราคาขายเพียง 12 ล้านบาท (ฟรีเฟอร์นิเจอร์และเครื่องใช้ไฟฟ้าตามภาพ)
15/04/2026,facebook,บ้านเดี่ยว,เช่า,แกรนดิโอ,,"60,000 บาท / เดือน (ลดเหลือ 54,000 บาท / เดือน สำหรับจองก่อนสงกรานต์)",,https://www.facebook.com/groups/933477144626594/posts/1646227613351540/,,,"โอกาสพิเศษ! บ้านเดี่ยวหลังใหม่ สภาพมือหนึ่ง พร้อมให้พี่ลากกระเป๋าเข้าอยู่ได้เลยครับ แถมช่วงนี้มีดีลสุดคุ้มสำหรับ ที่จองก่อนสงกรานต์โดยเฉพาะ ในทำเลศักยภาพที่เดินทางสะดวกและมีความเป็นส่วนตัวสูงครับ ปล่อยเช่า 𝟔𝟎,𝟎𝟎𝟎 บาท / เดือน โปรโมชั่นพิเศษ! จองก่อนสงกรานต์ ลดเหลือ 𝟓𝟒,𝟎𝟎𝟎 บาท / เดือน (สัญญา 𝟑 ปี สามารถต่อรองราคาได้ / ยินดีรับลูกค้าชาวต่างชาติ)"
15/04/2026,facebook,บ้านเดี่ยว,เช่า,ลัดดารมย์ อิลิแกนซ์ ราชพฤกษ์-รัตนาธิเบศร์,,"เช่า 100,000 บาท/เดือน (สัญญารายปี)
เช่า 130,000 บาท/เดือน (ระยะสั้น ขั้นต่ำ 1 เดือน)",ราชพฤกษ์,https://www.facebook.com/groups/933477144626594/posts/1646233333350968/,,,บ้านเดี่ยวหรู Pool villa ส่วนตัวบนทำเลราชพฤกษ์ ใกล้โรงเรียนนานาชาติ𝐃𝐁𝐒 #บ้านพร้อมสระส่วนตัว
15/04/2026,facebook,,เช่า,Centro Phahol-Vibhavadi 3,,"45,000 บาท / เดือน",พหลโยธิน-วิภาวดี,https://www.facebook.com/groups/933477144626594/posts/1646226140018354/,,,"บ้านใหม่แกะกล่องพร้อมเช่า เฟอร์นิเจอร์และเครื่องใช้ไฟฟ้าครบ บรรยากาศภายในโปร่งสบาย ตกแต่งสวยงามพร้อมหิ้วกระเป๋าเข้าอยู่ได้ทันที ปล่อยเช่าเพียง 45,000 บาท / เดือน เซนโทร พหลฯ-วิภาวดี 3 | Centro Phahol-Vibhavadi 3 เนื้อที่ดิน - ตร.ว. | พื้นที่ใช้สอย - ตร.ม.... ดูเพิ่มเติม"
15/04/2026,facebook,,,,,,,https://www.facebook.com/groups/933477144626594/posts/1646189463355355/,,,บ้านหลังนี้…เลือกที่จะ “เป็นตัวเอง” อย่างชัดเจนนิ่ง เข้ม และมีคลาส ในแบบที่ไม่ต้องพยายาม ... ดูเพิ่มเติม
15/04/2026,facebook,บ้านเดี่ยว,เช่า,นันทวัน บางนา กม.7,เนื้อที่ดิน 87.9 ตร.ว. | พื้นที่ใช้สอย 281 ตร.ม.,"160,000 บาท / เดือน",บางนา,https://www.facebook.com/groups/933477144626594/posts/1646227163351585/,,,"ยกระดับการใช้ชีวิตที่เหนือกว่า บนทำเลศักยภาพบางนา กม.7 ใกล้เมกาบางนาและโรงเรียนนานาชาติ ปล่อยเช่า 160,000 บาท / เดือน นันทวัน บางนา กม.7 | เนื้อที่ดิน 87.9 ตร.ว. | พื้นที่ใช้สอย 281 ตร.ม. 4 ห้องนอน 4 ห้องน้ำ (3 ห้องนอนมีห้องน้ำในตัว)"
14/04/2026,facebook,ที่ดินเปล่า,ขาย,,,,ซอยโยธินพัฒนา,https://www.facebook.com/groups/933477144626594/posts/1646160166691618/,,,
15/04/2026,facebook,บ้านเดี่ยว,ขาย,ภัสสร 3 รังสิต-คลองสาม,เนื้อที่ดิน 52 ตร.วา | พื้นที่ใช้สอยกว้างขวาง,"3,390,000 บาท (ฟรีค่าโอน)",รังสิตคลอง3,https://www.facebook.com/groups/933477144626594/posts/1646225980018370/,,,"ดีงามมาก บ้านรีโนเวท พร้อมพื้นที่สวนขนาดใหญ่  #รังสิตคลอง3 ขายราคานี้แต่ได้บ้านเดี่ยว คุ้มสุดๆ  ราคาขายเพียง 3,390,000 บาท (ฟรีค่าโอน)ภัสสร 3 รังสิต-คลองสาม | Passorn 3 Rangsit-Klong 3 เนื้อที่ดิน 52 ตร.วา | พื้นที่ใช้สอยกว้างขวาง... ดูเพิ่มเติม"
14/04/2026,facebook,,,BUGAAN VOYY Krungthep Kreetha I,,,กรุงเทพกรีฑา,https://www.facebook.com/groups/933477144626594/posts/1646143833359918/,,,
15/04/2026,facebook,บ้านเดี่ยว,,เศรษฐสิริ กรุงเทพ - ปทุมธานี 2,,,ปทุมธานี,https://www.facebook.com/groups/933477144626594/posts/1646179750022993/,,,บ้านเดี่ยวที่มาพร้อมกับวิวสน... ดูเพิ่มเติม
14/04/2026,facebook,,,Noble Terra Ramakit-Ekamai,,,พระราม 9-เอกมัย,https://www.facebook.com/groups/933477144626594/posts/1646127273361574/,,,
14/04/2026,facebook,วิลล่า,ขาย,เดอะ เจนทริ เกษตร-นวมินทร์,,,,https://www.facebook.com/groups/933477144626594/posts/1646139926693642/,,,วิลล่าหรู 5 ห้องนอน เปิดจองโซนใหม่... ดูเพิ่มเติม
15/04/2026,facebook,,,A space play รัชดา - สุทธิสาร,,,,https://www.facebook.com/groups/536705354589690/posts/1581807076746174/,,,
15/04/2026,facebook,คอนโด,เช่า,Rhythm Ratchada,36 ตร.ม.,"15,000 บาท/เดือน",รัชดา,https://www.facebook.com/groups/536705354589690/posts/1581805953412953/,,,
15/04/2026,facebook,คอนโด,เช่า,คอนโดกรูฟ รัชดา-พระราม 9/Groove Ratchada RAMA9,,"13,000 / เดือน",รัชดา-พระราม 9,https://www.facebook.com/groups/536705354589690/posts/1581805426746339/,,,ห้องพร้อมอยู่ 2.5.69
15/04/2026,facebook,คอนโด,เช่า,Rhythm Ratchada,36 ตร.ม.,"15,000 บาท/เดือน",รัชดา,https://www.facebook.com/groups/536705354589690/posts/1581808370079378/,,,
15/04/2026,facebook,,ขาย/ให้เช่า,,,,ลาดพร้าว,https://www.facebook.com/groups/933477144626594/posts/1646180843356217/,,,บ้านหรู ซ.ร่มรื่น สตรีวิทยา 2 ลาดพร้าว แต่งสวย ประตูอลูมิเนียมเก็บเสียง มีไฟรั้วไว้ดักขโมย
15/04/2026,facebook,,,A Space Play Ratchada - Sutthisarn,,,,https://www.facebook.com/groups/536705354589690/posts/1581796750080540/,,,
15/04/2026,facebook,,เช่า,Centric รัชดา-ห้วยขวาง,,"15,000 บาท",ห้วยขวาง,https://www.facebook.com/groups/536705354589690/posts/1581792370080978/,,,"เฟอร์ครบ ใกล้ MRT ห้วยขวาง พร้อมอยู่เพียง 15,000 บาทเท่านั้น สนใจนัดชมห้อง inbox ได้เลย"
15/04/2026,facebook,,,Aspire Ratchayothin (แอสปาย รัชโยธิน),,,,https://www.facebook.com/groups/536705354589690/posts/1581805840079631/,,,
15/04/2026,facebook,คอนโด,ให้เช่า,Life Ratchadapisek,46 ตรม.,"20,000 ต่อเดือน",ห้วยขวาง,https://www.facebook.com/groups/536705354589690/posts/1581788353414713/,,,
15/04/2026,facebook,,,The Line Phahonyothin Park,,,ลาดพร้าว,https://www.facebook.com/groups/536705354589690/posts/1581795030080712/,,,
15/04/2026,facebook,,,,,,,https://www.facebook.com/groups/536705354589690/posts/1581802186746663/,,,"เข้า–ออกสะดวกหลายเส้นทาง (ลาดพร้าว / โพธิ์แก้ว / นวมินทร์)
ห้องรีโนเวทใหม่ทั้งห้อง
เฟอร์นิเจอร์ครบ พร้อมอยู่ทันที 
โทนสวย สะอาด ใหม่เอี่ยม เข้าอยู่ได้เลย แค่หิ้วกระเป๋า 
 โ..."
15/04/2026,facebook,,,XT Phaya Thai,,,พญาไท,https://www.facebook.com/groups/536705354589690/posts/1581771886749693/,,,ห้องใหญ่ ทำเลใจกลางเมือง ใกล้ BTSพญาไท ใกล้ โรงเรียน และ มหาลัยชื่อดัง + โรงพยาบาลชื่อดัง
15/04/2026,facebook,คอนโดมิเนียม,เช่า,ไลฟ์ แอท รัชดา ห้วยขวาง,42 ตรม.,,ห้วยขวาง,https://www.facebook.com/groups/536705354589690/posts/1581790730081142/,,,1 ห้องนอน 1 ห้องน้ำ พร้อมเข้าอยู่
15/04/2026,facebook,,,,,,,https://www.facebook.com/groups/536705354589690/posts/1581768246750057/,,,
15/04/2026,facebook,,,,ขนาดใหญ่,,,https://www.facebook.com/groups/536705354589690/posts/1581769346749947/,,,"Rare Item! ห้องใหม่ ขนาดใหญ่ ใจกลางเมือง + สวนกลางสุดร่มรื่น 
อยู่สบายเหมือนรีสอร์ท ใกล้ BTS พญาไท 
• เชื่อมต่อ Airport Rail Link พญาไท เดินทางเข้า–ออกเมืองสะดวก"
15/04/2026,facebook,,,The Crest Park Residences เดอะ เครสท์ พาร์ค เรสซิเดนเซส,50 ตร.ม,,,https://www.facebook.com/groups/536705354589690/posts/1581777150082500/,,,
15/04/2026,facebook,คอนโดมิเนียม,ปล่อยเช่า,CYBIQ Ratchada 32,ชั้น 2,,รัชดา,https://www.facebook.com/groups/536705354589690/posts/1581776106749271/,,,อาคาร U ชั้น 2 ห้องสวยแต่งเต็ม สไตล์ Modern Street Art!
15/04/2026,facebook,,For Rent,XT Phayathai,,,พญาไท,https://www.facebook.com/groups/536705354589690/posts/1581766106750271/,,,
15/04/2026,facebook,,,Condo Culture Chula,,,,https://www.facebook.com/groups/536705354589690/posts/1581762766750605/,,,
15/04/2026,facebook,,,ไอดิโอ รัชดา-ห้วยขวาง,,,,https://www.facebook.com/groups/536705354589690/posts/1581768153416733/,,,
